antecedents,consequents,support,confidence,lift,leverage,conviction,score
"frozenset({'CLASS_PROGRAMMING', 'CLASS_JAVA'})",frozenset({'implement'}),0.020598332515939184,0.2718446601941747,4.172832588225262,0.015662037545931817,1.283865729388044,0.18426193968350701
frozenset({'CLASS_JAVA'}),frozenset({'implement'}),0.024440085008991336,0.25533731853117,3.9194438581058137,0.018204484782585052,1.2554055812272311,0.19626163439440142
frozenset({'CLASS_PROGRAMMING'}),"frozenset({'exampl', 'code'})",0.03907144024848782,0.15791212421539477,3.263339404816114,0.027098600343810647,1.1300605243649193,0.22337337931343462
"frozenset({'CLASS_PROGRAMMING', 'CLASS_JAVA'})",frozenset({'applic'}),0.027873140428314534,0.36785329018338725,3.2493264636126784,0.019295011779054554,1.4028245291893404,0.2342050755361775
frozenset({'CLASS_PROGRAMMING'}),"frozenset({'develop', 'code'})",0.038499264345267285,0.155599603567889,3.2264500848297524,0.02656687322405186,1.127159282872868,0.22116250867781215
"frozenset({'CLASS_PROGRAMMING', 'CLASS_JAVA'})",frozenset({'object'}),0.02157920549288867,0.284789644012945,3.20231296402056,0.014840574467332817,1.273845532478657,0.18712615486818296
frozenset({'CLASS_JAVA'}),frozenset({'applic'}),0.03465751185221514,0.3620836891545688,3.1983623488209347,0.023821493892901835,1.3901367554026252,0.2587951997069417
"frozenset({'CLASS_PROGRAMMING', 'CLASS_JAVA'})",frozenset({'class'}),0.020516593101193397,0.2707659115426106,3.1729407680194424,0.014050480242112227,1.2542804368076939,0.17965829393375576
"frozenset({'CLASS_PROGRAMMING', 'CLASS_WEB'})",frozenset({'browser'}),0.02738270393983979,0.24310595065312046,3.0566887978317325,0.018424414185493926,1.2161114891134541,0.20123872491472708
frozenset({'CLASS_EDUCATION'}),frozenset({'student'}),0.032695765898316166,0.1693480101608806,3.042295971084014,0.021948696510893546,1.1368605265618104,0.2055667856112835
frozenset({'CLASS_JAVA'}),frozenset({'class'}),0.02484878208272029,0.2596071733561059,3.0421783130637925,0.016680693454905783,1.23537670556784,0.19473856332146916
"frozenset({'CLASS_PROGRAMMING', 'CLASS_WEB'})",frozenset({'server'}),0.0230505149583129,0.204644412191582,2.959361393323657,0.01526149837848083,1.1703550831773126,0.17768794382835293
"frozenset({'CLASS_PROGRAMMING', 'CLASS_JAVA'})",frozenset({'code'}),0.03204185058034984,0.42286947141316067,2.9228164481743546,0.021079187974436364,1.482023898465896,0.26528579897634536
frozenset({'CLASS_PROGRAMMING'}),frozenset({'implement'}),0.04675494523459212,0.18896597291047243,2.9006395390046675,0.030636105025085864,1.1526688834529126,0.2492403461613428
frozenset({'CLASS_PROGRAMMING'}),"frozenset({'need', 'code'})",0.04070622854340363,0.1645193260654113,2.8918526366152904,0.026630051898715607,1.1288224811897536,0.22774879265927725
frozenset({'CLASS_JAVA'}),frozenset({'object'}),0.024603563838482917,0.25704526046114434,2.890341651177978,0.016091226264668565,1.2262759334735118,0.1923477961688622
frozenset({'CLASS_PROGRAMMING'}),"frozenset({'code', 'work'})",0.04528363576916789,0.18301949124545755,2.845057758445906,0.02936703947697037,1.1452795636721615,0.2437149415684632
frozenset({'CLASS_PROGRAMMING'}),"frozenset({'make', 'code'})",0.039725355566454144,0.16055500495540137,2.770423033320706,0.02538626182926476,1.1222257092558934,0.22367328203975034
frozenset({'CLASS_PROGRAMMING'}),"frozenset({'new', 'code'})",0.03817230668628412,0.15427816319788568,2.7354189109607727,0.024217476391981338,1.115733049288867,0.21798896017651506
frozenset({'CLASS_POLITICS'}),frozenset({'state'}),0.020271374856956025,0.20294599018003273,2.722413644586097,0.012825270956739205,1.161092777089063,0.16531357800531152
"frozenset({'CLASS_PROGRAMMING', 'CLASS_DESIGN'})",frozenset({'code'}),0.036292300147130946,0.3901581722319859,2.696720383664472,0.022834360507940507,1.40252963466015,0.26718944225708346
"frozenset({'CLASS_PROGRAMMING', 'CLASS_WEB'})",frozenset({'code'}),0.04389406571848946,0.38969521044992744,2.693520454601363,0.027597896278415274,1.4014657111416555,0.2936198289720155
"frozenset({'CLASS_DESIGN', 'CLASS_WEB'})",frozenset({'browser'}),0.026074873303907144,0.21337792642140468,2.682903958725041,0.01635597404211682,1.1701521993463069,0.1889528542886447
frozenset({'CLASS_PROGRAMMING'}),frozenset({'code'}),0.09530815759359162,0.38519986785596294,2.662449256129859,0.05951098422994536,1.3912183670441436,0.4294972028412787
frozenset({'CLASS_JAVA'}),frozenset({'code'}),0.03686447605035148,0.3851409052092229,2.662041714310527,0.023016279813539528,1.3910849544983925,0.2670900358062528
"frozenset({'CLASS_REFERENCE', 'CLASS_PROGRAMMING'})",frozenset({'method'}),0.022151381396109202,0.18435374149659864,2.6073799693287723,0.013655733789438466,1.1393363195829775,0.16957129987324782
"frozenset({'CLASS_REFERENCE', 'CLASS_WEB'})",frozenset({'browser'}),0.02525747915644924,0.2062750333778371,2.593595846191633,0.015519077086775721,1.159680730933233,0.18430344056937192
"frozenset({'CLASS_REFERENCE', 'CLASS_PROGRAMMING'})",frozenset({'implement'}),0.020107896027464444,0.1673469387755102,2.56878600875733,0.012280114359815221,1.1227409469591334,0.15920726339759572
